CODIGO;name;COD_P;description
FA10046779;Codeína + Efedrina;1962;Codeína 2 mg/ml + Efedrina 1.31 mg/ml Xar Fr 172 m
FA10046786;Mexazolam;804;Mexazolam 0.5 mg Comp
FA10046793;Mesilato de di-hidroergotamina;784;Mesilato de di-hidroergotamina 5 mg Cáps LP
FA10046804;Sulfureto de selénio;1043;Sulfureto de selénio 25 mg/ml Champô Fr 125 ml
FA10046836;Nicergolina;847;Nicergolina 30 mg Comp
FA10046843;Esteaglato de prednisolona;507;Esteaglato de prednisolona 13.3 mg Comp
FA10046850;Tizanidina;1095;Tizanidina 2 mg Comp
FA10046868;Metilprednisolona;795;Metilprednisolona 125 mg Pó sol inj Fr IM IV
FA10046875;Glucose;630;Glucose 55 mg/ml Sol inj Fr 1000 ml IV
FA10046882;Cloreto de tróspio + Echinacea angustifolia + Sabal serulata;1767;Cloreto de tróspio 4 mg + Echinacea angustifolia 6
FA10046890;Metformina;78;MetFORMINA 700 mg Comp
FA10046918;Vitaminas do complexo B + Ácido ascórbico + Alfa-tocoferol + Cálcio;1890;Complexo B + Ácido ascórbico + Alfa-tocoferol + Cá
FA10046932;Cimetidina;33;Cimetidina 400 mg Pó susp oral Saq
FA10046940;Felbamato;533;Felbamato 600 mg Comp
FA10046957;Imidapril;1896;Imidapril 10 mg Comp
FA10046964;Imidapril;1896;Imidapril 20 mg Comp
FA10046971;Benzidamina;222;Benzidamina 30 mg/g Cr Bisn 100 g
FA10046996;Benzidamina + Benzocaína;1742;Benzidamina 3 mg + Benzocaína 2.5 mg Pastilha
FA10047009;Ácido glutâmico + Alanina + Glicina + Prunus arborea;1827;Ácido glutâmico + Alanina + Glicina + Prunus arbor
FA10047016;Cetoconazol;320;Cetoconazol 20 mg/g Champô Fr 120 ml
FA10047023;Carbamazepina;23;Carbamazepina 200 mg Comp LP
FA10047030;Ciamemazina;325;Ciamemazina 100 mg Comp
FA10047055;Tobramicina;110;Tobramicina 3 mg/g Pom oft Bisn 5 g
FA10047062;Imipramina;675;Imipramina 10 mg Comp
FA10047105;Clorazepato dipotássico;371;Clorazepato dipotássico 5 mg Cáps
FA10047112;Tramadol;111;Tramadol 50 mg Cáps LP
FA10047120;Tramadol;111;Tramadol 200 mg Cáps LP
FA10047137;Diflucortolona + Isoconazol;1489;Diflucortolona 1 mg/g + Isoconazol 10 mg/g Cr Bisn
FA10047144;Trazodona;1108;Trazodona 50 mg Comp
FA10047151;Minoxidil;83;Minoxidil 20 mg/ml Sol cut Fr 75 ml
FA10047183;Trazodona;1108;Trazodona 50 mg/5 ml Sol inj Fr 5 ml IV
FA10047201;Tioconazol;1087;Tioconazol 10 mg/g Pó cut Fr
FA10047226;Flavoxato;560;Flavoxato 200 mg Comp
FA10047233;Ácido ursodesoxicólico;1184;Ácido ursodesoxicólico 250 mg Cáps
FA10047240;Electrólitos + Glucose;1898;Sol DPA Glucose 13.6 mg/ml Mg 0.25 mmol/l Sac c/ta
FA10047265;Almitrina;163;Almitrina 50 mg Comp
FA10047272;Escina;502;Escina 20 mg Comp
FA10047280;Oxerrutinas;1807;Oxerrutinas 300 mg Cáps
FA10047297;Oxerrutinas;1807;Oxerrutinas 20 mg/g Gel Bisn 100 g
FA10047308;Salbutamol;1003;Salbutamol 100 µg/dose Susp pressu inal Recip pres
FA10047315;Salbutamol;1003;Salbutamol 4 mg Comp
FA10047322;Salbutamol;1003;Salbutamol 5 mg/5 ml Sol inj Fr 5 ml IV
FA10047347;Ácido salicílico;1181;Ácido salicílico 167 mg/g Sol cut Fr 10 ml
FA10047354;Ácido salicílico + Fluorouracilo;1691;Ácido salicílico 100 mg/ml + Fluorouracilo 5 mg/ml
FA10047379;Hidroclorotiazida;652;Hidroclorotiazida 50 mg Comp
FA10047386;Di-hexazina;433;Di-hexazina 6 mg Comp
FA10047393;Orlistato;877;Orlistato 120 mg Cáps
FA10047404;Lidocaína;745;Lidocaína 50 mg/g Pom Bisn 35 g
FA10047429;Aciclovir;2;Aciclovir 80 mg/ml Susp oral Fr 200 ml
FA10047482;Fluticasona;582;Fluticasona 0.4 mg/0.4 ml Got nas, susp Recip unid
FA10047532;Cefoxitina;28;Cefoxitina 500 mg Pó sol inj Fr IV
FA10047540;Electrólitos + Glucose;1898;Sol DPA Glucose 13.6 mg/ml Mg 0.25 mmol/l Sac c/ta
FA10047564;Pantoprazol;892;Pantoprazol 20 mg Comp GR
FA10047571;Insulina humana + Insulina isofânica;1799;Insulina humana 10 U.I./ml + Insulina isofânica 90
FA10047589;Insulina humana + Insulina isofânica;1799;Insulina humana 30 U.I./ml + Insulina isofânica 70
FA10047607;Alprostadilo;165;Alprostadilo 0.5 mg Lápis uret
FA10047614;Halometasona;640;Halometasona 0.5 mg/g Cr Bisn 30 g
FA10047639;Nitroglicerina;860;Nitroglicerina 9.6 mg/24 h Sist transd
FA10047646;Amitriptilina + Perfenazina;1332;Amitriptilina 10 mg + Perfenazina 2 mg Comp
FA10047653;Oximetazolina + Cloreto de benzalcónio;1766;Oximetazolina 0.25 mg/ml + Cloreto de benzalcónio
FA10047660;Carbocisteína;281;Carbocisteína 750 mg Comp mast
FA10047685;Ioimbina;700;Ioimbina 6 mg Comp
FA10047703;Dimetindeno + Fenilefrina;1786;Dimetindeno 0.25 mg/ml + Fenilefrina 2.5 mg/ml Sol
FA10047710;Vacina contra a gripe;1857;Vacina contra gripe Susp inj Ser 0.25 ml IM SC
FA10047735;Sibutramina;1015;Sibutramina 15 mg Cáps
FA10047750;Lomefloxacina;753;Lomefloxacina 15 mg/5 ml Col, sol Fr 5 ml
FA10047767;Moxifloxacina;1218;Moxifloxacina 400 mg Comp
FA10047800;Risedronato de sódio;1720;Risedronato de sódio 5 mg Comp
FA10047817;Cefodizima sódica;300;Cefodizima sódica 1000 mg Pó sol inj Fr IM
FA10047824;Ibuprofeno;71;Ibuprofeno 200 mg/ml Sol oral Fr 12.5 ml
FA10047831;Glicerol;618;Glicerol 2250 mg Sup
FA10047849;Atenolol;11;Atenolol 25 mg Comp
FA10047888;Carbacol;2082;Carbacol 0.15 mg/1.5 ml Sol inj, uso i ocular
FA10047895;Brometo de ipratrópio + Salbutamol;1374;Brometo de ipratrópio 20 µg/dose + Salbutamol 120
FA10047920;Salicilato de dietilamina;1005;Salicilato de dietilamina 100 mg/g Cr Bisn 60 g
FA10047984;Bacitracina + Neomicina;1589;Bacitracina 500 U.I./g + Neomicina 3500 U.I./g Pom
FA10047991;Difenidramina;444;Difenidramina 12.5 mg/g Pom Bisn 20 g
FA10048004;Aceclofenac;130;Aceclofenac 100 mg Pó susp oral Saq
FA10048011;Clenbuterol;353;Clenbuterol 0.001 mg/ml Xar Fr 200 ml
FA10048029;Efedrina + Etilmorfina + Benzoato de sódio;1358;Efedrina 5 mg + Etilmorfina 10 mg + Benzoato de só
FA10048036;Buclizina;258;Buclizina 1 mg/ml Xar Fr 200 ml
FA10048043;Butilescopolamina;269;Butilescopolamina 10 mg Sup
FA10048050;Butilescopolamina + Paracetamol;1378;Butilescopolamina 10 mg + Paracetamol 500 mg Comp
FA10048068;Difenidramina + Calamina + Cânfora;1384;Difenidramina 80 mg/ml + Calamina 10 mg/ml + Cânfo
FA10048075;Acetazolamida;138;Acetazolamida 250 mg Comp
FA10048090;Cianocobalamina;326;Cianocobalamina 0.5 mg/ml Col, sol Fr 10 ml
FA10048100;Prednisona + Tetraciclina;1612;Prednisona 2.5 mg/g + Tetraciclina 10 mg/g Pom oft
FA10048118;Zuclopentixol;1164;Zuclopentixol 10 mg Comp
FA10048132;Cloranfenicol;370;Cloranfenicol 24 mg/ml Susp oral Fr 60 ml
FA10048164;Promestrieno;956;Promestrieno 10 mg/g Cr vag Bisn 30 g
FA10048171;Dexbromofeniramina + Pseudoefedrina;1479;Dexbromofeniramina 6 mg + Pseudoefedrina 120 mg Co
FA10048189;Bioflavonóides;1911;Bioflavonóides 500 mg Comp
FA10048196;Estiripentol;2587;Estiripentol 250 mg Pó susp oral
FA10048221;Hidrocortisona + Bacitracina + Neomicina;1299;Hidrocortisona + Bacitracina + Neomicina Pom oft B
FA10048253;Dexametasona;425;DEXAmetasona 1 mg/ml Sol cut Fr 50 ml
FA10048260;Dexametasona + Clioquinol;1471;DEXAmetasona 1 mg/g + Clioquinol 30 mg/g Cr Bisn 3
FA10048278;Fluconazol;564;Fluconazol 10 mg/ml Pó susp oral Fr 35 ml
FA10048285;Ácido valpróico;1834;Ácido valpróico 200 mg Comp
FA10048292;Aciclovir;2;Aciclovir 50 mg/g Pom Bisn 10 g
FA10048303;Loprazolam;756;Loprazolam 1 mg Comp
FA10048328;Dobesilato de cálcio;465;Dobesilato de cálcio 500 mg Cáps
FA10048335;Benzoato de sódio + Cloreto de amónio + Difenidramina e outras associações;1948;Benzoato de sódio + Cloreto de amónio + Difenidram
FA10048342;Gramicidina + Cloreto de cetilpiridínio + Álcool diclorobenzílico + Benzocaína;1699;Gramicidina 0.3 mg + Cloreto de cetilpiridínio 2 m
FA10048350;Indometacina;72;Indometacina 10 mg/g Sol pulv cut Fr 100 ml
FA10048399;Neomicina;842;Neomicina 25 mg Comp
FA10048400;Estradiol;508;Estradiol 2 mg Disp vag
FA10048417;Estradiol;508;Estradiol 4 mg Comp
FA10048431;Ácido etidrónico;516;Ácido etidrónico 400 mg Comp
FA10048449;Glibenclamida;617;Glibenclamida 5 mg Comp
FA10048456;Crotamiton;2892;Crotamiton 100 mg/g Cr Bisn 20 g
FA10048463;Policresaleno + Cinchocaína;1407;Policresaleno + Cinchocaína Pom rect Bisn 20 g
FA10048470;letrozol 2.5mg;2588;Letrozol 2.5 mg Comp
FA10048495;Ibuprofeno;71;Ibuprofeno 300 mg Cáps LP
FA10048506;Prometazina;957;Prometazina 25 mg Comp
FA10048513;Verapamilo;113;Verapamilo 240 mg Cáps LP
FA10048520;Diclofenac;46;Diclofenac 25 mg Sup
FA10048538;Sulfadiazina prata;1035;Sulfadiazina prata 10 mg/g Cr Bisn 20 g
FA10048552;Picetoprofeno;1276;Picetoprofeno 20 mg/ml Sol pulv cut Fr 200 ml
FA10048584;Nadroparina cálcica;828;Nadroparina cálcica 7600 U.I. anti-Xa/0.8 ml Sol i
FA10048591;Glucose + Cloreto de sódio;2379;Glucose 100 mg/ml + Cloreto de sódio 9 mg/ml Sol i
FA10048602;Glucose + Cloreto de sódio;2379;Glucose 100 mg/ml + Cloreto de sódio 9 mg/ml Sol i
FA10048610;Glucose + Cloreto de sódio;2379;Glucose 100 mg/ml + Cloreto de sódio 9 mg/ml Sol i
FA10048627;Etanol + Glucose;1516;Etanol 50 mg/ml + Glucose 50 mg/ml Sol inj Fr 500
FA10048634;Etanol + Glucose;1516;Etanol 50 mg/ml + Glucose 50 mg/ml Sol inj Fr 1000
FA10048673;Cloro-hexidina;383;Cloro-hexidina 54.84 mg/g Cr Bisn 50 g
FA10048698;Insulina humana + Insulina isofânica;1799;Insulina humana 20 U.I./ml + Insulina isofânica 80
FA10048709;Insulina humana + Insulina isofânica;1799;Insulina humana 40 U.I./ml + Insulina isofânica 60
FA10048716;Insulina humana + Insulina isofânica;1799;Insulina humana 40 U.I./ml + Insulina isofânica 60
FA10048723;Codergocrina;391;Codergocrina 1 mg/ml Sol oral Fr 50 ml
FA10048730;Tirotricina;1093;Tirotricina 1 mg Pastilha
FA10048748;Terazosina;1062;Terazosina 10 mg Comp
FA10048755;Ibuprofeno;71;Ibuprofeno 50 mg/g Gel Bisn 4 g
FA10048762;Ibuprofeno;71;Ibuprofeno 50 mg/g Gel Bisn 50 g
FA10048770;Ibuprofeno;71;Ibuprofeno 50 mg/g Gel Bisn 30 g
FA10048787;Ibuprofeno;71;Ibuprofeno 300 mg Cáps LM
FA10048794;Paracetamol + Bromofeniramina + Cafeína + Ácido ascórbico;1642;Paracetamol 250 mg + Bromofeniramina 3 mg + Cafeín
FA10048805;Sumatriptano;1048;SUMAtriptano 50 mg Comp
FA10048812;Loperamida;75;Loperamida 2 mg Comp orodisp
FA10048820;Lactitol;720;Lactitol 10 g/15 ml Sol oral Fr 15 ml
FA10048837;Lactitol;720;Lactitol 100 g Pó sol oral Fr
FA10048919;Iodo + Ácido tânico + Mentol;2435;Iodo + Ácido tânico + Mentol Sol cut Fr 120 ml
FA10051872;Indometacina;72;Indometacina 25 mg Cáps
FA10051915;Verapamilo;113;Verapamilo 120 mg Comp LP
FA10051922;Cobamamida;390;Cobamamida 2.5 mg Comp
FA10051947;Lidocaína + Adrenalina;1569;Lidocaína 10 mg/ml + Adrenalina 0.018 mg/ml Sol in
FA10051979;Cefodizima sódica;300;Cefodizima sódica 1000 mg Pó sol inj Fr IM IV
FA10051986;Nortriptilina;868;Nortriptilina 50 mg Comp
FA10052038;Mequitazina;780;Mequitazina 0.5 mg/ml Xar Fr 200 ml
FA10052045;Tretinoína;1110;Tretinoína 0.5 mg/g Cr Bisn 20 g
FA10052052;Estanozolol;2605;Estanozolol 2 mg Comp
FA10052060;Rifampicina;986;Rifampicina 20 mg/ml Susp oral Fr 150 ml
FA10052091;Sertindol;2228;Sertindol 16 mg Comp
FA10052110;Carbómero;284;Carbómero 2.5 mg/g Gel oft Fr 10 g
FA10052127;Cloreto de amónio;372;Cloreto de amónio 9 mg/ml Sol inj Fr 500 ml IV
FA10052141;Citicolina;344;Citicolina 200 mg/2 ml Sol inj Fr 2 ml IM IV
FA10052159;Glucose + Cloreto de sódio;2379;Glucose 40 mg/ml + Cloreto de sódio 1.8 mg/ml Sol
FA10052166;Glucose + Cloreto de sódio;2379;Glucose 40 mg/ml + Cloreto de sódio 1.8 mg/ml Sol
FA10052173;Ibuprofeno;71;Ibuprofeno 600 mg Pó sol oral Saq
FA10052198;Citicolina;344;Citicolina 100 mg/2 ml Sol inj Fr 2 ml IM IV
FA10052209;Sufentanilo;1029;Sufentanilo 0.005 mg/ml Sol inj Fr 10 ml Epidural
FA10052230;Benzidamina;222;Benzidamina 30 mg/g Cr Bisn 30 g
FA10052248;Moexipril;1719;Moexipril 7.5 mg Comp
FA10052255;Teofilina;1061;Teofilina 200 mg Cáps LP
FA10052262;Teofilina;1061;Teofilina 400 mg Cáps LP
FA10052294;Topiramato;1101;Topiramato 100 mg Comp
FA10052312;Minoxidil;83;Minoxidil 20 mg/ml Sol cut Fr 200 ml
FA10052320;Etambutol;514;Etambutol 400 mg Comp
FA10052344;Saccharomyces boulardii;1931;Saccharomyces boulardii 250 mg Pó susp oral Saq
FA10052376;Óxido de zinco;1239;Óxido de zinco 200 mg/g Pens impreg Saq
FA10052426;Sulfametoxazol + Trimetoprim;104;Sulfametoxazol 400 mg/5 ml + Trimetoprim 80 mg/5 m
FA10052440;Candesartan + Hidroclorotiazida;1752;Candesartan 8 mg + Hidroclorotiazida 12.5 mg Comp
FA10052508;Multivitaminas + Ácido fólico;2011;Multivitaminas + Ácido fólico Pó sol inj Fr IM IV
FA10052515;Hemina;643;Hemina 250 mg/10 ml Sol inj Fr 10 ml IV
FA10052530;Loperamida + Simeticone;2219;Loperamida 2 mg + Simeticone 125 mg Comp mast
FA10052547;Aciclovir;2;Aciclovir 50 mg/g Cr Bisn 3 g
FA10052554;Aciclovir;2;Aciclovir 50 mg/g Cr Bisn 20 g
FA10052579;Temozolomida;1058;Temozolomida 100 mg Cáps
FA10052586;Temozolomida;1058;Temozolomida 250 mg Cáps
FA10052593;Calcitonina de salmão;1244;Calcitonina de salmão 50 U.I./0.5 ml Sol inj Fr 0.
FA10052611;Halometasona;640;Halometasona 0.5 mg/g Cr Bisn 60 g
FA10052629;Água para preparações injectáveis;1186;Água para preparações injectáveis Sol inj Fr 5000
FA10052636;Água para preparações injectáveis;1186;Água para preparações injectáveis Sol inj Fr 3000
FA10052643;Água para preparações injectáveis;1186;Água para preparações injectáveis Sol inj Fr 2000
FA10052650;Água para preparações injectáveis;1186;Água para preparações injectáveis Sol inj Fr 1000
FA10052668;Água para preparações injectáveis;1186;Água para preparações injectáveis Sol inj Fr 500 m
FA10052675;Água para preparações injectáveis;1186;Água para preparações injectáveis Sol inj Fr 250 m
FA10052682;Água para preparações injectáveis;1186;Água para preparações injectáveis Sol inj Fr 100 m
FA10052690;Água para preparações injectáveis;1186;Água para preparações injectáveis Sol inj Fr 50 ml
FA10052700;Água para preparações injectáveis;1186;Água para preparações injectáveis Sol inj Fr 20 ml
FA10052718;Água para preparações injectáveis;1186;Água para preparações injectáveis Sol inj Fr 10 ml
FA10052725;Água para preparações injectáveis;1186;Água para preparações injectáveis Sol inj Fr 5 ml
FA10052732;Água para preparações injectáveis;1186;Água para preparações injectáveis Sol inj Fr 3 ml
FA10052807;Bupivacaína;263;Bupivacaína 50 mg/10 ml Sol inj Fr 10 ml Epidural
FA10052839;Zopiclona;116;Zopiclona 7.5 mg Comp
FA10052860;Tiamina;107;tiaMINA 100 mg/2 ml Sol inj Fr 2 ml IM IV SC
FA10052878;Tiamina;107;tiaMINA 100 mg/1 ml Sol inj Fr 1 ml IM IV SC
FA10052885;Vaselina líquida;1289;Vaselina líquida 1000 mg/g Sol cut Fr 10 ml
FA10052892;Cefepiroma;303;Cefepiroma 1000 mg Pó sol inj Fr IV
FA10052903;Azitromicina;204;Azitromicina 250 mg Cáps
FA10052910;Dobutamina;47;Dobutamina 50 mg/ml Sol inj Fr 5 ml IV
FA10052935;Pilocarpina + Timolol;1607;Pilocarpina 5 mg/0.25 ml + Timolol 1.25 mg/0.25 ml
FA10052942;Lanolina;725;Lanolina 1000 mg/g Pom Bisn 28 g
FA10052950;Cloranfenicol;370;Cloranfenicol 500 mg Cáps
FA10052974;Mepivacaína;778;Mepivacaína 54 mg/1.8 ml Sol inj Fr 1.8 ml IM SC
FA10052981;Progesterona;951;Progesterona 25 mg/g Cr vag Bisn 30 g
FA10052999;Sertralina;1012;Sertralina 20 mg/ml Sol oral Fr 60 ml
FA10053001;Diclofenac;46;Diclofenac 50 mg Sup
FA10053019;Calcitonina de salmão;1244;Calcitonina de salmão 100 U.I./1 ml Sol inj Fr 1 m
FA10053026;Bupivacaína;263;Bupivacaína 25 mg/5 ml Sol inj Fr 5 ml IM SC
FA10053033;Electrólitos + Glucose;1898;Sol DPA Glucose 13.6 mg/ml Mg 0.75 mg/ml Sac c/tam
FA10053040;Electrólitos + Glucose;1898;Sol DPA Glucose 13.6 mg/ml Mg 0.75 mg/ml Sac c/tam
FA10053058;Sulfato de magnésio;1040;Sulfato de magnésio 5000 mg/10 ml Sol inj Fr 10 ml
FA10053072;Levetiracetam;1207;Levetiracetam 750 mg Comp
FA10053080;Clozapina;43;Clozapina 50 mg Comp
FA10053130;Electrólitos + Glucose;1898;Sol DPA Glucose 13.6 mg/ml Mg 0.75 mg/ml Sac c/tam
FA10053147;Flunisolida;570;Flunisolida 250 µg/dose Susp pressu inal Recip pre
FA10053154;Electrólitos + Glucose;1898;Sol DPA Glucose 13.6 mg/ml Mg 0.75 mg/ml Sac c/tam
FA10053161;Nicotina;849;Nicotina 4 mg Pastilha
FA10053179;Budesonida;19;Budesonida 50 µg/dose Susp pulv nas Fr 200 dose(s)
FA10053204;Fusafungina;602;Fusafungina 125 µg/dose Sol pulv bucal ou nas Reci
FA10053211;Tirotropina;1094;Tirotropina 0.9 mg Pó sol inj Fr IM
FA10053229;Lodoxamida trometamol;750;Lodoxamida trometamol 1.78 mg/ml Col, sol Fr 10 ml
FA10053236;Cloreto de potássio + Glucose;2624;Cloreto de potássio 3 mg/ml + Glucose 50 mg/ml Sol
FA10053250;Vitaminas do complexo B + Ácido ascórbico + Biotina;1891;Complexo B + Ácido ascórbico + Biotina Comp
FA10053268;Peróxido de benzoílo;911;Peróxido de benzoílo 50 mg/g Cr Bisn 20 g
FA10053275;Difenidramina;444;Difenidramina 20 mg/g Gel Bisn 50 g
FA10053282;Difenidramina;444;Difenidramina 20 mg/g Gel Bisn 20 g
FA10053290;Dexpantenol + Cloro-hexidina;1437;Dexpantenol 50 mg/g + Cloro-hexidina 5 mg/g Cr Bis
FA10053300;Bicarbonato de sódio;236;Bicarbonato de sódio 14 mg/ml Sol inj Fr 250 ml IV
FA10053318;Bicarbonato de sódio;236;Bicarbonato de sódio 14 mg/ml Sol inj Fr 1000 ml I
FA10053325;Bicarbonato de sódio;236;Bicarbonato de sódio 16 mg/ml Sol inj Fr 1000 ml I
FA10053332;Bicarbonato de sódio;236;Bicarbonato de sódio 16 mg/ml Sol inj Fr 500 ml IV
FA10053340;Bicarbonato de sódio;236;Bicarbonato de sódio 16 mg/ml Sol inj Fr 250 ml IV
FA10053364;Electrólitos + Glucose;1898;Sol DPA Glucose 13.6 mg/ml Mg 0.75 mg/ml Sac c/tam
FA10053371;Cloreto de potássio + Glucose;2624;Cloreto de potássio 3 mg/ml + Glucose 50 mg/ml Sol
FA10053389;Buclizina;258;Buclizina 25 mg Comp
FA10053414;Carbonato de cálcio;282;Carbonato de cálcio 1500 mg Comp
FA10053421;Carvão activado;288;Carvão activado 500 mg Comp
FA10053439;Electrólitos + Glucose;1898;Sol DPA Glucose 13.6 mg/ml Mg 0.75 mg/ml Sac c/tam
FA10053446;Norfloxacina;90;Norfloxacina 3 mg/ml Col, sol Fr 5 ml
FA10053453;Eritromicina;501;Eritromicina 20 mg/ml Sol cut Fr 100 ml
FA10053460;Codeína + Sulfoguaiacolato de potássio + Benzoato de sódio;1950;Codeína 10 mg + Sulfoguaiacolato de potássio 50 mg
FA10053478;Miconazol;806;Miconazol 20 mg/g Pó cut Fr
FA10053492;Nandrolona;834;Nandrolona, decanoato 100 mg/1 ml Sol inj Fr 1 ml
FA10053503;Triptorrelina;1120;Triptorrelina 3.75 mg Pó susp inj Fr IM
FA10053528;Salicilato de metilo + Óleo essencial de terebintina + Cânfora + Beladona;1346;Salicilato de metilo + Óleo essencial de terebinti
FA10053535;Tolterrodina;1100;Tolterrodina 1 mg Comp
FA10053550;Levocarnitina;738;Levocarnitina 1000 mg/5 ml Sol inj Fr 5 ml IM IV
FA10053567;Vitaminas do complexo B + Folinato de cálcio;1885;Complexo B + Folinato de cálcio Sol oral + Pó sol
FA10053574;Gluconato férrico e sódico + Folinato de cálcio;2196;Gluconato férrico e sódico 177.6 mg/8 ml + Folinat
FA10053599;Bicarbonato de sódio;236;Bicarbonato de sódio 14 mg/ml Sol inj Fr 5000 ml I
FA10053600;Eritromicina;501;Eritromicina 1000 mg Pó sol inj Fr IV
FA10053617;Eritromicina;501;Eritromicina 250 mg/5 ml Pó susp oral Fr 60 ml
FA10053624;Amifostina;1191;Amifostina 500 mg Pó sol inj Fr IV
FA10053649;Toremifeno;1104;Toremifeno 60 mg Comp
FA10053656;Electrólitos + Glucose;1898;Sol DPA Glucose 13.6 mg/ml Mg 0.75 mg/ml Sac c/tam
FA10053663;Flubendazol;563;Flubendazol 20 mg/ml Susp oral Fr 30 ml
FA10053670;Flurbiprofeno;580;Flurbiprofeno 200 mg Cáps LM
FA10053688;Haloperidol;70;HaloPERIDoll 20 mg Comp
FA10053713;Propranolol;100;PropRANOlol 80 mg Cáps LP
FA10053752;Cobamamida;390;Cobamamida 10 mg Pó sol inj Fr IM
FA10053760;Terbinafina;1063;Terbinafina 10 mg/g Sol cut Fr 30 ml
FA10053777;Óxido de zinco + Amido;1322;Óxido de zinco 250 mg/g + Amido 250 mg/g Pom Bisn
FA10053784;Bromexina;17;Bromexina 2 mg/ml Sol oral Fr 15 ml
FA10053791;Buflomedil;261;Buflomedil 600 mg Comp LP
FA10053834;Fluoreto de sódio;574;Fluoreto de sódio 0.55 mg Comp
FA10053841;Cefepima;295;Cefepima 1000 mg Pó sol inj Fr IM IV
FA10053859;Dimetindeno;453;Dimetindeno 1 mg/ml Sol oral Fr 20 ml
FA10053866;Diprofilina;459;Diprofilina 6.67 mg/ml Xar Fr 200 ml
FA10053873;Io-hexol;694;Io-hexol 755 mg/ml Sol inj Fr 20 ml IA IT IV
FA10053880;Propifenazona + Cafeína;1383;Propifenazona 500 mg + Cafeína 75 mg Sup
FA10053909;Amoxicilina;8;Amoxicilina 375 mg/5 ml Pó susp oral Fr 100 ml
FA10053923;Piperazina;921;Piperazina 125 mg/ml Xar Fr 60 ml
FA10053930;Ruscogenina + Trimebutina;1617;Ruscogenina 10 mg + Trimebutina 120 mg Sup
FA10053948;Budesonida;19;Budesonida 50 µg/dose Susp pressu inal Recip press
FA10053955;Tiocolquicosido + Escina;1506;Tiocolquicosido 1 mg/g + Escina 10 mg/g Pom Bisn 3
FA10053970;Clonazepam;366;Clonazepam 2.5 mg/ml Sol oral Fr 10 ml xar.
FA10053987;Messalazina;786;Messalazina 250 mg Sup
FA10053994;Paracetamol + Propifenazona + Cafeína;1382;Paracetamol 250 mg + Propifenazona 150 mg + Cafeín
FA10054014;Cloreto de amónio;372;Cloreto de amónio 9 mg/ml Sol inj Fr 250 ml IV
FA10054021;Lactato de sódio;719;Lactato de sódio 18.7 mg/ml Sol inj Fr 250 ml IV
FA10054039;Glucose;630;Glucose 55 mg/ml Sol inj Fr 500 ml IV
FA10054046;Sufentanilo;1029;Sufentanilo 0.05 mg/ml Sol inj Fr 1 ml Epidural IV
FA10054103;Oxerrutinas;1807;Oxerrutinas 500 mg Comp
FA10054110;Pirantel;922;Pirantel 50 mg/ml Susp oral Fr 100 ml
FA10054128;Tretinoína;1110;Tretinoína 0.25 mg/g Cr Bisn 30 g
FA10054135;Di-hexazina;433;Di-hexazina 0.6 mg Pó sol oral Fr 200 ml
FA10054142;Iobitridol;695;Iobitridol 658.1 mg/ml Sol inj Fr 200 ml IV
FA10054150;Óleo de rícino;1294;Óleo de rícino 500 mg/g Emul oral Fr 50 g
FA10054167;Hidrocortisona + Ácido fusídico;1303;Hidrocortisona 10 mg/g + Ácido fusídico 20 mg/g Cr
FA10054174;Diclofenac;46;Diclofenac 0.3 mg/0.3 ml Col, sol Recip unid 0.3 m
FA10054181;Clobetasona;358;Clobetasona 1 mg/ml Col, susp Fr 5 ml
FA10054217;Aciclovir;2;Aciclovir 25 mg/ml Sol inj Fr 40 ml IV
FA10054224;Aciclovir;2;Aciclovir 25 mg/ml Sol inj Fr 20 ml IV
FA10054231;Vaselina líquida;1289;Vaselina líquida 1000 mg/g Sol cut Fr 20 ml
FA10054249;Vaselina líquida;1289;Vaselina líquida 1000 mg/g Sol cut Fr 1000 ml
FA10054256;Vaselina líquida;1289;Vaselina líquida 1000 mg/g Sol cut Fr 500 ml
FA10054263;Vaselina líquida;1289;Vaselina líquida 1000 mg/g Sol cut Fr 250 ml
FA10054270;Vaselina líquida;1289;Vaselina líquida 1000 mg/g Sol cut Fr 100 ml
FA10054288;Vaselina líquida;1289;Vaselina líquida 1000 mg/g Sol cut Fr 50 ml
FA10054313;Fluorouracilo;59;Fluorouracilo 50 mg/ml Sol inj Fr 100 ml IA IV
FA10054320;Fluorouracilo;59;Fluorouracilo 50 mg/ml Sol inj Fr 50 ml IA IV
